raw_sequence,sequence,y_true,confidence
"Baker will win this: piece of cake. Here's my take on the baker and the gay couple. 
https://kazolias.com/tag/supreme-court/",6243 2097 2663 2023 1024 3538 1997 9850 1012 2182 1005 1055 2026 2202 2006 1996 6243 1998 1996 5637 3232 1012 16770 1024 1013 1013 10556 6844 6632 2015 1012 4012 1013 6415 1013 4259 1011 2457 1013,0,0.28346800804138184
"""but we don't spend a lot of time concerned about gay weddings""
That's why you and other conservative Christians are busy defending bakers and others who use their Christian beliefs to deny goods and services to gay couples in defiance of the law.
As far as I'm concerned, the Dark Ages were followed by the Renaissance and the Enlightenment. Secular movements.
You overlook that Mr. Bonora said ""the rest of us"". That is, the people who are not conservative Christians.
Conservative Christians want to reimpose their moral code on the rest of us. They want abortion banned despite the fact no woman has to undergo one involuntarily, they want to be able to show their moral superiority over gay couples by refusing them goods and services, they denounce the teaching of evolution because it's not biblical, and they want store clerks to be able to refuse to sell women contraception in order to condemn such women.
Your side can't stand the fact that the USA is a diverse secular country.",1000 2021 2057 2123 1005 1056 5247 1037 2843 1997 2051 4986 2055 5637 20429 1000 2008 1005 1055 2339 2017 1998 2060 4603 8135 2024 5697 6984 6243 2015 1998 2500 2040 2224 2037 3017 9029 2000 9772 5350 1998 2578 2000 5637 6062 1999 19674 1997 1996 2375 1012 2004 2521 2004 1045 1005 1049 4986 1010 1996 2601 5535 2020 2628 2011 1996 8028 1998 1996 16724 1012 10644 5750 1012 2017 27590 2008 2720 1012 23648 2527 2056 1000 1996 2717 1997 2149 1000 1012 2008 2003 1010 1996 2111 2040 2024 2025 4603 8135 1012 4603 8135 2215 2000 24964 8737 9232 2037 7191 3642 2006 1996 2717 1997 2149 1012 2027 2215 11324 7917 2750 1996 2755 2053 2450 2038,1,0.3992248773574829
"See my comment elsewhere about the irony of folks who want a state sanctioned marriage, especially a non-religious gay couple, when the origin of state sanctioned marriage came from a couple hardcore religious conservatives in the 16th and 17th century whose name you will see on churches all over town. Bizarre. Do your research.",2156 2026 7615 6974 2055 1996 19728 1997 12455 2040 2215 1037 2110 14755 3510 1010 2926 1037 2512 1011 3412 5637 3232 1010 2043 1996 4761 1997 2110 14755 3510 2234 2013 1037 3232 13076 3412 11992 1999 1996 5767 1998 5550 2301 3005 2171 2017 2097 2156 2006 5231 2035 2058 2237 1012 13576 1012 2079 2115 2470 1012,0,0.3130115568637848
"Yes, but you can’t conclude from those figures that the sole cause is male same sex attraction. Otherwise you would have to conclude that homosexuals are responsible for all rapes in jails – where the offenders and victims are 100% male. Such a conclusion ignores opportunity and the fact that sexuality is not a black and white matter, but is in a spectrum. That’s one of the reasons the report refers to the difference in figures when altar girls were introduced, as well as the sharp drop off in offending with the withdrawal of the Church from boarding schools and orphanages. After discussing the various studies on the issue, the report at p. 248 states: “homosexual orientation is not directly correlated with the sexual abuse of children but is a significant risk factor in those priests and brothers who have not satisfactorily resolved their sexual identity in a mature, adult manner.” I’d be interest in your comments after you have read that part of the report.",2748 1010 2021 2017 2064 1521 1056 16519 2013 2216 4481 2008 1996 7082 3426 2003 3287 2168 3348 8432 1012 4728 2017 2052 2031 2000 16519 2008 15667 2015 2024 3625 2005 2035 9040 2015 1999 7173 2015 1516 2073 1996 19591 1998 5694 2024 2531 1003 3287 1012 2107 1037 7091 26663 4495 1998 1996 2755 2008 13798 2003 2025 1037 2304 1998 2317 3043 1010 2021 2003 1999 1037 8674 1012 2008 1521 1055 2028 1997 1996 4436 1996 3189 5218 2000 1996 4489 1999 4481 2043 9216 3057 2020 3107 1010 2004 2092 2004 1996 4629 4530 2125 1999 2125 18537 2007 1996 10534 1997 1996 2277 2013 9405 2816 1998 18504 2015 1012 2044 10537 1996 2536 2913 2006 1996 3277,0,0.3773832619190216
"Any ""religious group"" holds in common certain tenets of its faith. One of the tenets of the Christian Faith is that God created human beings man and woman, and that he intended for them to marry, i.e., to become ""one flesh"" and thereby to ""be fruitful and multiply"". These are the time-honored parameters for marriage, no matter how Gov. Abercrombie and the state legislature may have breached them in order to pander to the homosexual zeitgeist. A Christian church worth its salt will maintain this timeless definition of marriage, and in our country its members are free to practice their religion without harassment. They are free to associate with others of the same understanding of marriage and to not associate with those who reject that understanding.",2151 1000 3412 2177 1000 4324 1999 2691 3056 2702 8454 1997 2049 4752 1012 2028 1997 1996 2702 8454 1997 1996 3017 4752 2003 2008 2643 2580 2529 9552 2158 1998 2450 1010 1998 2008 2002 3832 2005 2068 2000 5914 1010 1045 1012 1041 1012 1010 2000 2468 1000 2028 5771 1000 1998 8558 2000 1000 2022 5909 3993 1998 4800 22086 1000 1012 2122 2024 1996 2051 1011 8686 11709 2005 3510 1010 2053 3043 2129 18079 1012 14863 11890 21716 11283 1998 1996 2110 6372 2089 2031 25769 2068 1999 2344 2000 6090 4063 2000 1996 15667 27838 4183 3351 2923 1012 1037 3017 2277 4276 2049 5474 2097 5441 2023 27768 6210 1997 3510 1010 1998 1999 2256 2406 2049 2372,0,0.2325555831193924
Whose business is it----that the couple is homosexual?  Their money or credit card is legal tender in America.  And this whole point is about the famers being able to sell produce to buyers.  It is not about the sellers' analysis of the buyers' personal lives.,3005 2449 2003 2009 1011 1011 1011 1011 2008 1996 3232 2003 15667 1029 2037 2769 2030 4923 4003 2003 3423 8616 1999 2637 1012 1998 2023 2878 2391 2003 2055 1996 4476 2869 2108 2583 2000 5271 3965 2000 17394 1012 2009 2003 2025 2055 1996 19041 1005 4106 1997 1996 17394 1005 3167 3268 1012,0,0.27267804741859436
You mean sew up the Sharia vote?  You mean sew up the votes of the creepy people who force their daughters into arranged marriages and punish people who are gay?  Those people?,2017 2812 7367 2860 2039 1996 21146 4360 3789 1029 2017 2812 7367 2860 2039 1996 4494 1997 1996 17109 2111 2040 2486 2037 5727 2046 5412 12743 1998 16385 2111 2040 2024 5637 1029 2216 2111 1029,1,0.7707509398460388
"A lot of the usual buzz words and standard reactionary phrasing happening there Chuck. However the basic mistake in your argument is that you don't show any correlation between Canada and the various examples you provide as evidence to support your position. Specifically:

- European countries - how is the European situation equivalent to Canada's?
- strategy of doing nothing - just because we're not being as hardline as you'd like doesn't mean we're ""doing nothing""
- failed conclusively - claiming it's failed is not the same as proving it has - show your work
- countries where the niqab is common - irrelevant - the issue is about Canada, not whichever foreign country that has drawn your ire this week
- homosexuality - also irrelevant
- Europe's regression - again, making a claim about something does not make it factual.",1037 2843 1997 1996 5156 12610 2616 1998 3115 4668 5649 6887 8180 2075 6230 2045 8057 1012 2174 1996 3937 6707 1999 2115 6685 2003 2008 2017 2123 1005 1056 2265 2151 16902 2090 2710 1998 1996 2536 4973 2017 3073 2004 3350 2000 2490 2115 2597 1012 4919 1024 1011 2647 3032 1011 2129 2003 1996 2647 3663 5662 2000 2710 1005 1055 1029 1011 5656 1997 2725 2498 1011 2074 2138 2057 1005 2128 2025 2108 2004 2524 4179 2004 2017 1005 1040 2066 2987 1005 1056 2812 2057 1005 2128 1000 2725 2498 1000 1011 3478 9530 23633 2135 1011 6815 2009 1005 1055 3478 2003 2025 1996 2168 2004 13946 2009 2038 1011 2265 2115 2147 1011 3032 2073 1996 9152,0,0.22118663787841797
"The Bar  owner states to not hate gays, but requested a permit to hold an ANTI-LGBT rally .. Sounds pretty homophobic to me.",1996 3347 3954 2163 2000 2025 5223 5637 2015 1010 2021 7303 1037 9146 2000 2907 2019 3424 1011 12010 8320 1012 1012 4165 3492 24004 20200 2000 2033 1012,0,0.6997013688087463
"John Doyle, have you not come to realize that the LGBT community is above criticism? Call Julia Chan ""Twee"" if you like, but ""Feyness"" is clearly completely offside, for a gay man... Come to think of it, ""twee"" might also be a bit too feminine of a word to use on a woman either. Clearly misogynistic. 

So, to say that you can't say that a gay man is overly ""fey"" is to say that there is no such thing as a gay man who is NOT ""fey"" - their critiques and complaints about your critique only serve to show their own stereotypical prejudices. To suggest that you can't find some gay men too fey, whilst thinking others are NOT too fey, means that you can not have taste or discernment, and that there is no room for individual character in gay men - IE, that there would be no gay men who could not be criticized for being too fey.

Dan Levy is trying to handicap the press and critics and free speech. He should suck it up like any other celebrity has to.",2198 11294 1010 2031 2017 2025 2272 2000 5382 2008 1996 12010 2451 2003 2682 6256 1029 2655 6423 9212 1000 1056 28394 1000 2065 2017 2066 1010 2021 1000 23864 2791 1000 2003 4415 3294 12446 5178 1010 2005 1037 5637 2158 1012 1012 1012 2272 2000 2228 1997 2009 1010 1000 1056 28394 1000 2453 2036 2022 1037 2978 2205 12320 1997 1037 2773 2000 2224 2006 1037 2450 2593 1012 4415 28616 15707 26942 2594 1012 2061 1010 2000 2360 2008 2017 2064 1005 1056 2360 2008 1037 5637 2158 2003 15241 1000 23864 1000 2003 2000 2360 2008 2045 2003 2053 2107 2518 2004 1037 5637 2158 2040 2003 2025 1000 23864 1000 1011 2037 16218 2015 1998 10821 2055 2115 16218,1,0.6484942436218262
"We did not have Fortnights for Freedom for poverty, justice, medical care, homelessness, immigration  -- just for Gay Marriage, Birth Control, and Abortion. Follow the Money -- that's where the church spends her treasure - worshipping the Koch Brothers and their Political Agenda.",2057 2106 2025 2031 3481 15864 2015 2005 4071 2005 5635 1010 3425 1010 2966 2729 1010 11573 2791 1010 7521 1011 1011 2074 2005 5637 3510 1010 4182 2491 1010 1998 11324 1012 3582 1996 2769 1011 1011 2008 1005 1055 2073 1996 2277 15970 2014 8813 1011 7425 4691 1996 15259 3428 1998 2037 2576 11376 1012,0,0.29896965622901917
"That's what I mean.  The bakers are claiming a civil ceremony is a religious belief, yet they don't seem to think that gay people can also hold such religious beliefs about the civil ceremony.",2008 1005 1055 2054 1045 2812 1012 1996 6243 2015 2024 6815 1037 2942 5103 2003 1037 3412 6772 1010 2664 2027 2123 1005 1056 4025 2000 2228 2008 5637 2111 2064 2036 2907 2107 3412 9029 2055 1996 2942 5103 1012,0,0.3568457067012787
"Russia is a safe and politically correct target. The same government doesn't have a similar list for Qatar, Saudi Arabia, the UAE, etc. Countries where women are second class citizens, gays are oppressed (death penalty in Saudi) and religious minorities are oppressed and even banned.",3607 2003 1037 3647 1998 10317 6149 4539 1012 1996 2168 2231 2987 1005 1056 2031 1037 2714 2862 2005 12577 1010 8174 9264 1010 1996 17641 1010 4385 1012 3032 2073 2308 2024 2117 2465 4480 1010 5637 2015 2024 6728 19811 1006 2331 6531 1999 8174 1007 1998 3412 14302 2024 6728 19811 1998 2130 7917 1012,1,0.6395532488822937
"This pedophile is a serial offender, and is at extremely high risk for recidivism.  Pedophiles rarely reform. It's like trying to tell a gay person they can't be gay anymore. Or telling a straight person they can't ever have sex again...........it's going to happen.  People are sexually aroused by the objects of their sexual desire. You cannot change them. He was planful enough that he moved to a place he couldn't be identified as a child predator.  When he gets out of jail, he'll go to great lengths to make sure he isn't caught.  Scary.......",2023 21877 3527 24862 2003 1037 7642 25042 1010 1998 2003 2012 5186 2152 3891 2005 28667 28173 11365 2213 1012 21877 3527 24862 2015 6524 5290 1012 2009 1005 1055 2066 2667 2000 2425 1037 5637 2711 2027 2064 1005 1056 2022 5637 4902 1012 2030 4129 1037 3442 2711 2027 2064 1005 1056 2412 2031 3348 2153 1012 1012 1012 1012 1012 1012 1012 1012 1012 1012 1012 2009 1005 1055 2183 2000 4148 1012 2111 2024 12581 18391 2011 1996 5200 1997 2037 4424 4792 1012 2017 3685 2689 2068 1012 2002 2001 2933 3993 2438 2008 2002 2333 2000 1037 2173 2002 2481 1005 1056 2022 4453 2004 1037 2775 15267 1012 2043 2002 4152 2041 1997 7173 1010 2002 1005 2222,1,0.7348216772079468
"When it comes to equal and democratic rights for women, minorities, religions, and gays, only Israel extends these. And yet this is the one country demonized in the middle east more so than any other.

Makes you wonder.",2043 2009 3310 2000 5020 1998 3537 2916 2005 2308 1010 14302 1010 11822 1010 1998 5637 2015 1010 2069 3956 8908 2122 1012 1998 2664 2023 2003 1996 2028 2406 5698 3550 1999 1996 2690 2264 2062 2061 2084 2151 2060 1012 3084 2017 4687 1012,0,0.37260758876800537
"Progressives are hypocrites when they say they 'don't judge others' or that they aren't 'intolerant of others.'
Let's put it this way: Conservatives don't go around saying ""Who am I to judge?""  
They judge.  They admit it.  They are NOT hypocrites!
But here's the rub, progressives claim they don't do those things as they are loving, open minded, and accepting of others.
Phooey! 
I'm not a religious conservative: I'm pro-choice, I accept civil same sex marriage, I'm pro-contraception, I support married priests, the Pauline Mass, etc.
But I disdain 'progressives' who attack conservatives PRETENDING that they are standing on  high ground when they are no better than conservatives when it comes to intolerance and judgmental behavior.
I respect Holy Father Francis, but he judges people while claiming not to. 
He judges conservatives and traditionalists while at the same time he says about celibate, gay priests, ""Who am I to judge?""
A bit of hypocrisy?
Yes.
Par for the course.",6555 2015 2024 1044 22571 10085 28884 2043 2027 2360 2027 1005 2123 1005 1056 3648 2500 1005 2030 2008 2027 4995 1005 1056 1005 2046 3917 4630 1997 2500 1012 1005 2292 1005 1055 2404 2009 2023 2126 1024 11992 2123 1005 1056 2175 2105 3038 1000 2040 2572 1045 2000 3648 1029 1000 2027 3648 1012 2027 6449 2009 1012 2027 2024 2025 1044 22571 10085 28884 999 2021 2182 1005 1055 1996 14548 1010 6555 2015 4366 2027 2123 1005 1056 2079 2216 2477 2004 2027 2024 8295 1010 2330 13128 1010 1998 10564 1997 2500 1012 6887 9541 3240 999 1045 1005 1049 2025 1037 3412 4603 1024 1045 1005 1049 4013 1011 3601 1010 1045 5138 2942 2168 3348 3510 1010,0,0.38873574137687683
"Sin is behavior that offends God.  People have complete control over the sex acts that they engage in (consider the Ancient Greek homosexual pederast culture); when a person chooses to embrace an attraction to the same sex, it is then that that person is homosexual.  Embrace it or resist it; we all have that choice.  But there is a clear distinction in societal value/harm of those behaviors.",8254 2003 5248 2008 2125 10497 2015 2643 1012 2111 2031 3143 2491 2058 1996 3348 4490 2008 2027 8526 1999 1006 5136 1996 3418 3306 15667 21877 4063 14083 3226 1007 1025 2043 1037 2711 15867 2000 9979 2019 8432 2000 1996 2168 3348 1010 2009 2003 2059 2008 2008 2711 2003 15667 1012 9979 2009 2030 9507 2009 1025 2057 2035 2031 2008 3601 1012 2021 2045 2003 1037 3154 7835 1999 23382 3643 1013 7386 1997 2216 15592 1012,0,0.6457201838493347
"I think there's a lot of misinformation abroad in the land...the notion that 24% of US citizens  are Catholic may be technically true as a preference but my fussing with CARA stats and others suggests that about 7% of US citizens actually attend church weekly...with percentages ""once or twice a month"" ""several times a year"" , ""major holidays ""... Bringing up the balance. 

AND these ""Catholics"" have very varied views on access to contraceptives (Vast majority approve) to death penalty, gay issues, etc...Pew does a lot on this and it's clear that these folks are anything but monolithic in their views.  There is also the stat that 10% of the US has left the church.

And then we come to the balance of our citizenry...the vast vast majority of our population...many of whom are going to be severely impacted by this election..and why in heck would they want to sit around with a Catholic official relative to the matter..they have friends, family, other faith traditions and associations?",1045 2228 2045 1005 1055 1037 2843 1997 28616 2378 14192 3370 6917 1999 1996 2455 1012 1012 1012 1996 9366 2008 2484 1003 1997 2149 4480 2024 3234 2089 2022 10892 2995 2004 1037 12157 2021 2026 28554 2075 2007 14418 26319 1998 2500 6083 2008 2055 1021 1003 1997 2149 4480 2941 5463 2277 4882 1012 1012 1012 2007 7017 2015 1000 2320 2030 3807 1037 3204 1000 1000 2195 2335 1037 2095 1000 1010 1000 2350 11938 1000 1012 1012 1012 5026 2039 1996 5703 1012 1998 2122 1000 10774 1000 2031 2200 9426 5328 2006 3229 2000 24528 28687 2015 1006 6565 3484 14300 1007 2000 2331 6531 1010 5637 3314 1010 4385 1012 1012 1012 29071 2515 1037 2843 2006 2023,0,0.21317429840564728
"If only I had realized you were a master doctor of the Catechism and Catholic teaching. I pry, what catechesis justifies this ground-breaking revelation that women may be ordained?

Or perhaps you're a layman whom has never read the Catechism or the acts of the Magisterium, let alone even know what either of the two are.

You believe the root of the cause for the drop-off in numbers in the Church in the West being the Result of not being ""modern"" enough, despite drop-off in numbers beginning not to long after the Second Vatican Council, and the effective destruction of the church in America not to the mandate of the Council at all, but to the ""spirit of Vatican II."" 
Were already modernizing and yet still, we continue to lose even greater numbers of Catholic brethren, as do the various protestant denominations after their attempts at modernizing failed. Despite the Episcopalian church allowing women priests, contraceptives, and gay marriage, its still losing numbers. 

It doesn't work.",2065 2069 1045 2018 3651 2017 2020 1037 3040 3460 1997 1996 4937 15937 2964 1998 3234 4252 1012 1045 29198 1010 2054 4937 27635 6190 2074 14144 2023 2598 1011 4911 11449 2008 2308 2089 2022 9492 1029 2030 3383 2017 1005 2128 1037 3913 2386 3183 2038 2196 3191 1996 4937 15937 2964 2030 1996 4490 1997 1996 23848 12911 5007 1010 2292 2894 2130 2113 2054 2593 1997 1996 2048 2024 1012 2017 2903 1996 7117 1997 1996 3426 2005 1996 4530 1011 2125 1999 3616 1999 1996 2277 1999 1996 2225 2108 1996 2765 1997 2025 2108 1000 2715 1000 2438 1010 2750 4530 1011 2125 1999 3616 2927 2025 2000 2146 2044 1996 2117 12111 2473 1010 1998 1996 4621 6215,0,0.2423107922077179
"When the sense of obligation left with Vatican II, many took their freedom and ran. The belief in a belief in God was less necessary in families and society. When I was a boy, we lived with my Grandmother. Our Uncle, Aunt and Cousins lived down the street and we all talked about who we saw at Mass. I don't live down the street from my siblings and no one is making them go, so they don't. Two of my siblings married Catholics. They still don't go (and the gay Catholic couple stopped because they were made to feel unwelcome). I mostly go. My ex-wife goes each week with my daughter because they live with her mother. She is moving out in two weeks. I doubt Mass will stay on the agenda, at least during the summer. Is this hedonistic or anti-religious or is it just honest?",2043 1996 3168 1997 14987 2187 2007 12111 2462 1010 2116 2165 2037 4071 1998 2743 1012 1996 6772 1999 1037 6772 1999 2643 2001 2625 4072 1999 2945 1998 2554 1012 2043 1045 2001 1037 2879 1010 2057 2973 2007 2026 7133 1012 2256 4470 1010 5916 1998 12334 2973 2091 1996 2395 1998 2057 2035 5720 2055 2040 2057 2387 2012 3742 1012 1045 2123 1005 1056 2444 2091 1996 2395 2013 2026 9504 1998 2053 2028 2003 2437 2068 2175 1010 2061 2027 2123 1005 1056 1012 2048 1997 2026 9504 2496 10774 1012 2027 2145 2123 1005 1056 2175 1006 1998 1996 5637 3234 3232 3030 2138 2027 2020 2081 2000 2514 4895 8545 22499 4168 1007 1012 1045 3262 2175 1012,0,0.24793818593025208
"By Mark Van Norman's argument, it was perfectly normal male behavior for Aaron McKinney and Russell Henderson of Laramie, Wyoming to beat gay Matthew Shepard unconscious, then hang him on a barbed wire fence to die.

Yes, animal behavior is wired into our genes, and human males certainly don't need to use their brains to strut around, trying to impress females with peacock displays, while treating smaller and less colorful or less athletic males as degenerate subhumans. 

We can do better, though.

Stephen J. Remington",2011 2928 3158 5879 1005 1055 6685 1010 2009 2001 6669 3671 3287 5248 2005 7158 11338 4939 5420 1998 5735 9481 1997 13679 9856 1010 10622 2000 3786 5637 5487 22189 9787 1010 2059 6865 2032 2006 1037 25007 7318 8638 2000 3280 1012 2748 1010 4111 5248 2003 17502 2046 2256 9165 1010 1998 2529 3767 5121 2123 1005 1056 2342 2000 2224 2037 14332 2000 2358 22134 2105 1010 2667 2000 17894 3801 2007 18931 8834 1010 2096 12318 3760 1998 2625 14231 2030 2625 5188 3767 2004 2139 6914 22139 4942 28600 6962 1012 2057 2064 2079 2488 1010 2295 1012 4459 1046 1012 25282,0,0.4616813361644745
"1) MSW, so whose narrative should be magisterial? Tad Szulc's? No one has had more access to PJP II and written as thoroughly as Weigel.  
2) What Benedict said was in an interview. It holds as much magisterial weight as Francis's airplane interviews- none.  And Benedict wasn't saying that if the homosexual prostitute uses a condom, that's enough to allow him to receive Holy Communion. That seems to be what Francis is pushing in AL.",1015 1007 5796 2860 1010 2061 3005 7984 2323 2022 23848 12911 4818 1029 18819 1055 9759 15472 1005 1055 1029 2053 2028 2038 2018 2062 3229 2000 1052 3501 2361 2462 1998 2517 2004 12246 2004 11417 12439 1012 1016 1007 2054 12122 2056 2001 1999 2019 4357 1012 2009 4324 2004 2172 23848 12911 4818 3635 2004 4557 1005 1055 13297 7636 1011 3904 1012 1998 12122 2347 1005 1056 3038 2008 2065 1996 15667 19215 3594 1037 20910 1010 2008 1005 1055 2438 2000 3499 2032 2000 4374 4151 15661 1012 2008 3849 2000 2022 2054 4557 2003 6183 1999 2632 1012,1,0.24156585335731506
"Apparently there is considerable interest among NCR readers in the LBGT issue, but I don't know many people who think it is an important issue for the Church. Poverty, war, attacks on Christians in so many places in the world, secularization of Western society and the decline in Church participation are more than enough in importance to occupy the attention of concerned Catholics and of our Holy Father. The scandal which is given to the church by sexually active priests (gay or straight) is devastating, particularly when directed toward children, and clearly neither gay nor straight clergy have a monopoly in this field, but it is just undeniable that throughout the world (and the Church is everywhere) that the gay lifestyle is abhorrent to many. It is reasonable, since no one has a right to be a Catholic priest, to limit opportunities for scandal even where the means are not perfect.",4593 2045 2003 6196 3037 2426 13316 2099 8141 1999 1996 6053 13512 3277 1010 2021 1045 2123 1005 1056 2113 2116 2111 2040 2228 2009 2003 2019 2590 3277 2005 1996 2277 1012 5635 1010 2162 1010 4491 2006 8135 1999 2061 2116 3182 1999 1996 2088 1010 10644 3989 1997 2530 2554 1998 1996 6689 1999 2277 6577 2024 2062 2084 2438 1999 5197 2000 11494 1996 3086 1997 4986 10774 1998 1997 2256 4151 2269 1012 1996 9446 2029 2003 2445 2000 1996 2277 2011 12581 3161 8656 1006 5637 2030 3442 1007 2003 14886 1010 3391 2043 2856 2646 2336 1010 1998 4415 4445 5637 4496 3442 11646 2031 1037 15404 1999 2023 2492 1010 2021 2009 2003 2074 6151 19825 3468,0,0.4886060655117035
"Scripture must be read critically or else you are proof texting.  Was I interpreting Romans 1 or Timothy incorrectly?  Neither broke ground.  The points they made were about sex in pagan society and about the law in general (which is a reference to Leviticus, which is culture bound, not universal in that it was meant to keep Jewish culture separate from the Babylonian culture).  Of course, much of the opposition to gay marriage today seems more cultural/group affirming than moral analysis.  Decent moral analysis has to do with the question scripturalists evade - were gays born/created that way?  The CDF letter (not even an encyclical) said gays were disordered (a natural law sophistry, not a scriptural term) because we were all getting too close to allowing gay marriage, which would damage the Catholic brand and become inconvenient for those who blame child sex abuse on gays.  Science answers the question differently than the Rebi of Babylon did and that scares the hierarchy.",18919 2442 2022 3191 11321 2030 2842 2017 2024 6947 3793 2075 1012 2001 1045 25455 10900 1015 2030 10805 19721 1029 4445 3631 2598 1012 1996 2685 2027 2081 2020 2055 3348 1999 14318 2554 1998 2055 1996 2375 1999 2236 1006 2029 2003 1037 4431 2000 11902 29587 1010 2029 2003 3226 5391 1010 2025 5415 1999 2008 2009 2001 3214 2000 2562 3644 3226 3584 2013 1996 26990 3226 1007 1012 1997 2607 1010 2172 1997 1996 4559 2000 5637 3510 2651 3849 2062 3451 1013 2177 21358 27972 2075 2084 7191 4106 1012 11519 7191 4106 2038 2000 2079 2007 1996 3160 5896 11137 5130 26399 1011 2020 5637 2015 2141 1013 2580 2008 2126 1029 1996 3729 2546 3661 1006 2025,0,0.22891896963119507
"I agree....""to the extent that bishops ...used pro-life and anti gay rhetoric....""

My point with Cordileone and the conservative hierarchy and the Southern Poverty Law Center is that the Church had bonded with extremist groups that condemn ""whole"" segments of society as worthy of hate...and hostile efforts. Specifically...the Church has linked itself to anti gay groups relative to marriage...and now, apparently... anti Semitic groups....

The Southern Poverty Law Center (SPLC) defines hate groups as those who deny whole classes of citizens their fundamental rights based as a ""whole class"" that is...ALL gays, ALL JEWS, ALL BLACKS etc are to be hated and hurt....

AND some bishops AND Trump have recertified this concept each in their own appalling way...

My Dad risked his life in the Second World War  to protect ALL these folks.....

It would appear that his Church and his political party don't honor his ....And his comrades efforts...",1045 5993 1012 1012 1012 1012 1000 2000 1996 6698 2008 8414 1012 1012 1012 2109 4013 1011 2166 1998 3424 5637 17871 1012 1012 1012 1012 1000 2026 2391 2007 11601 9463 5643 1998 1996 4603 12571 1998 1996 2670 5635 2375 2415 2003 2008 1996 2277 2018 20886 2007 4654 7913 23738 2967 2008 28887 1000 2878 1000 9214 1997 2554 2004 11007 1997 5223 1012 1012 1012 1998 10420 4073 1012 4919 1012 1012 1012 1996 2277 2038 5799 2993 2000 3424 5637 2967 5816 2000 3510 1012 1012 1012 1998 2085 1010 4593 1012 1012 1012 3424 20604 2967 1012 1012 1012 1012 1996 2670 5635 2375 2415 1006 11867 15472 1007 11859 5223 2967 2004 2216 2040 9772 2878 4280 1997,1,0.5264719128608704
"See, ""After the Ball,"" (Madsen), ""The Overhauling of Straight America,"" (Kirk), and ""Gay Revolutionary,"" (Swift) for starters.

I don't purport to know the cause of same-sex attraction.  But I do know from friends who have chosen the homosexual identity that to call themselves ""gay"" was a decided choice, a decision to embrace their same-sex attraction and the acts associated with that attraction.  

As I say over and over again here, there is same-sex attraction, and then there are homosexual acts.  Conflating the former (which seems to have an element of involuntary predisposition) with the latter (which is totally a choice) under the banner ""gay"" is an attempt to bury the sin under the sinless.  

What could be wrong with someone who is ""gay?""  It psychological manipulation and selective messaging towards people who are conflict averse and just want to get along.  You know what they say about the road to Hell....",2156 1010 1000 2044 1996 3608 1010 1000 1006 5506 5054 1007 1010 1000 1996 18181 2075 1997 3442 2637 1010 1000 1006 11332 1007 1010 1998 1000 5637 6208 1010 1000 1006 9170 1007 2005 29400 1012 1045 2123 1005 1056 16405 14536 11589 2000 2113 1996 3426 1997 2168 1011 3348 8432 1012 2021 1045 2079 2113 2013 2814 2040 2031 4217 1996 15667 4767 2008 2000 2655 3209 1000 5637 1000 2001 1037 2787 3601 1010 1037 3247 2000 9979 2037 2168 1011 3348 8432 1998 1996 4490 3378 2007 2008 8432 1012 2004 1045 2360 2058 1998 2058 2153 2182 1010 2045 2003 2168 1011 3348 8432 1010 1998 2059 2045 2024 15667 4490 1012 9530 10258 5844 1996 2280 1006 2029,0,0.4398478865623474
"Frankly, I think the Church has the power and the right to withhold sacraments in countless more situations than it does; communion, in particular.  Those who are silently mindful of mortal sin quietly receive communion every week.
 
So I don't think it is outrageous for the Church to make public proclamation and act accordingly when someone makes the most public declaration of rejection of Church teaching as a homosexual makes when he/she commits to a lifetime of engaging in and/or embracing same-sex sodomy.",19597 1010 1045 2228 1996 2277 2038 1996 2373 1998 1996 2157 2000 2007 12640 28958 2015 1999 14518 2062 8146 2084 2009 2515 1025 15661 1010 1999 3327 1012 2216 2040 2024 8601 2568 3993 1997 9801 8254 5168 4374 15661 2296 2733 1012 2061 1045 2123 1005 1056 2228 2009 2003 25506 2005 1996 2277 2000 2191 2270 16413 1998 2552 11914 2043 2619 3084 1996 2087 2270 8170 1997 13893 1997 2277 4252 2004 1037 15667 3084 2043 2002 1013 2016 27791 2000 1037 6480 1997 11973 1999 1998 1013 2030 23581 2168 1011 3348 2061 9527 2100 1012,0,0.33573487401008606
Not sure Colbert's comment is homophobic...unless you think that neither Putin or Trump are cute enough to be gay.,2025 2469 23928 1005 1055 7615 2003 24004 20200 1012 1012 1012 4983 2017 2228 2008 4445 22072 2030 8398 2024 10140 2438 2000 2022 5637 1012,1,0.7408513426780701
